   0.000496735             0   3.34468e-32             0
   0.000239269             0   1.65571e-31             0
   0.000429497             0   7.02035e-32             0
   0.000204946             0   6.97068e-32             0
   0.000383985             0  -2.37642e-32             0
   0.000213003             0  -1.55949e-31             0
   0.000459186             0  -7.34802e-32             0
   0.000245918             0  -9.12229e-32             0
   0.000491545             0   1.36288e-32             0
   0.000232102             0   1.43375e-31             0
   0.000410677             0   7.53627e-32             0
   0.000201602             0   1.10997e-31             0
   0.000392467             0  -3.23198e-33             0
   0.000220756             0  -1.28054e-31             0
   0.000496735             0  -7.73484e-32             0
   0.000239269             0  -1.32443e-31             0
   0.000429497             0   -8.0868e-33             0
   0.000204946             0   1.11293e-31             0
   0.000383985             0   7.62378e-32             0
   0.000213003             0   1.47803e-31             0
   0.000459186             0   1.86056e-32             0
   0.000245918             0  -9.09032e-32             0
   0.000491545             0  -7.36673e-32             0
   0.000232102             0  -1.60335e-31             0
   0.000410677             0  -2.87652e-32             0
   0.000201602             0   6.87871e-32             0
   0.000392467             0   6.97025e-32             0
   0.000220756             0   1.69829e-31             0
   0.000496735             0    4.2153e-32             0
   0.000239269             0  -3.61221e-32             0
   0.000429497             0  -6.22995e-32             0
   0.000204946             0  -1.78483e-31             0
   0.000383985             0  -5.07501e-32             0
   0.000213003             0   1.14878e-32             0
   0.000459186             0   5.52952e-32             0
   0.000245918             0   1.80071e-31             0
   0.000491545             0   5.83731e-32             0
   0.000232102             0   1.33352e-32             0
   0.000410677             0  -4.72478e-32             0
   0.000201602             0  -1.78229e-31             0
   0.000392467             0  -6.48947e-32             0
   0.000220756             0  -3.79352e-32             0
   0.000496735             0   3.61484e-32             0
   0.000239269             0   1.67749e-31             0
   0.000429497             0   6.89779e-32             0
   0.000204946             0   6.31558e-32             0
   0.000383985             0   -2.6635e-32             0
   0.000213003             0  -1.59031e-31             0
   0.000459186             0  -7.26508e-32             0
   0.000245918             0  -8.50969e-32             0
   0.000491545             0   1.66139e-32             0
   0.000232102             0   1.47301e-31             0
   0.000410677             0   7.49448e-32             0
   0.000201602             0   1.05412e-31             0
   0.000392467             0  -6.27487e-33             0
   0.000220756             0  -1.32751e-31             0
