 -1.72983e-009             0  3.54512e-005             0
 -1.56051e-009             0  1.84021e-005             0
 -3.66726e-009             0 -2.27049e-005             0
 -2.65261e-010             0 -9.80326e-005             0
 -2.68187e-009             0 -3.68772e-005             0
 -1.35859e-009             0 -2.45589e-005             0
  -2.1143e-009             0  2.03889e-005             0
  3.37622e-010             0  9.64902e-005             0
 -2.10097e-009             0  3.81577e-005             0
 -1.55827e-009             0  3.06188e-005             0
  -3.5866e-009             0 -1.79925e-005             0
 -3.34055e-010             0 -9.45673e-005             0
 -2.64303e-009             0 -3.92876e-005             0
 -1.15896e-009             0  -3.6558e-005             0
 -1.84885e-009             0  1.40541e-005             0
  1.31454e-010             0   8.8672e-005             0
 -2.26957e-009             0  3.95141e-005             0
 -1.31603e-009             0  4.35487e-005             0
 -3.11436e-009             0 -1.15725e-005             0
 -4.48825e-010             0  -0.000105937             0
 -2.52144e-009             0 -1.29562e-005             0
 -1.34888e-009             0  4.61205e-005             0
  -3.3007e-009             0  3.98034e-005             0
 -3.29084e-011             0  8.93458e-005             0
 -1.17441e-009             0   1.5456e-005             0
 -1.02127e-009             0 -4.05092e-005             0
 -3.30964e-009             0 -3.88328e-005             0
 -3.38969e-010             0 -9.18899e-005             0
 -2.41364e-009             0 -2.00227e-005             0
 -1.46515e-009             0  2.95315e-005             0
 -3.05208e-009             0  3.66261e-005             0
  2.22852e-010             0  9.58013e-005             0
 -1.29174e-009             0  2.23229e-005             0
 -1.32893e-009             0 -2.35149e-005             0
 -3.56966e-009             0 -3.52241e-005             0
  -2.0029e-010             0 -9.72782e-005             0
 -2.36993e-009             0 -2.45351e-005             0
  -1.5019e-009             0  1.74054e-005             0
 -2.86495e-009             0  3.36832e-005             0
   3.3129e-010             0  9.83713e-005             0
 -1.43757e-009             0  2.66505e-005             0
 -1.47593e-009             0 -1.12274e-005             0
 -3.57764e-009             0 -3.14471e-005             0
  -1.8391e-010             0 -9.77004e-005             0
 -2.38557e-009             0 -2.83747e-005             0
 -1.46508e-009             0  4.54789e-006             0
  -2.5259e-009             0  2.96651e-005             0
  4.12188e-010             0   9.7986e-005             0
 -1.50744e-009             0  3.02378e-005             0
 -1.51792e-009             0  1.60598e-006             0
 -3.60431e-009             0 -2.77661e-005             0
  -1.6325e-010             0 -9.78852e-005             0
 -2.33951e-009             0 -3.19816e-005             0
 -1.38726e-009             0 -7.75352e-006             0
 -2.30023e-009             0  2.57575e-005             0
  3.84104e-010             0  9.73982e-005             0
