             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0             0             0
             0             0        -2e-05             0
   1.41561e-12             0   2.73166e-05             0
   3.76402e-10             0   9.56498e-05             0
  -4.02259e-09             0   3.23797e-05             0
  -2.70241e-09             0   1.20479e-05             0
  -4.98151e-09             0  -2.34115e-05             0
    2.0751e-10             0  -9.41967e-05             0
    7.8167e-10             0  -3.52032e-05             0
   1.05878e-10             0  -2.34084e-05             0
  -6.90254e-10             0   1.79669e-05             0
  -3.11998e-10             0   8.84289e-05             0
  -4.91697e-09             0   3.68579e-05             0
  -2.32538e-09             0   3.52415e-05             0
  -3.34696e-09             0  -1.35217e-05             0
   5.04695e-10             0  -8.41787e-05             0
   1.05673e-09             0  -3.84887e-05             0
   1.80528e-10             0  -4.53937e-05             0
    -1.587e-09             0   8.87983e-06             0
  -1.03468e-09             0   7.87041e-05             0
  -5.51942e-09             0   3.95596e-05             0
  -1.76708e-09             0   5.48857e-05             0
  -1.81349e-09             0   -4.1088e-06             0
   6.02113e-10             0  -7.20847e-05             0
   8.45051e-10             0  -4.09969e-05             0
   1.86469e-10             0  -6.58923e-05             0
   -2.6425e-09             0  -1.23788e-06             0
  -1.79604e-09             0   6.50554e-05             0
  -5.87366e-09             0   4.08476e-05             0
  -1.04671e-09             0   7.37382e-05             0
  -3.90749e-10             0   6.16425e-06             0
   5.06706e-10             0  -5.61623e-05             0
   2.00717e-10             0  -4.01042e-05             0
   6.32111e-11             0  -8.05116e-05             0
   -3.6317e-09             0   -1.1001e-05             0
  -2.32409e-09             0   4.64524e-05             0
  -5.40687e-09             0   3.87774e-05             0
  -1.99155e-10             0   8.61139e-05             0
