        4.5825863524e+02        5.0000000000e+00   -6.2284919692e-03   -3.9011335120e-04    0.0000000000e+00    0.0000000000e+00    8.5253131384e-04    2.3214350708e-05
        4.5825863524e+02        5.0000000000e+00   -1.2528453460e-02   -7.8501453014e-04    0.0000000000e+00    0.0000000000e+00    1.6990694996e-03    4.6369186459e-05
        4.5825863524e+02        5.0000000000e+00   -1.8898993840e-02   -1.1844269383e-03    0.0000000000e+00    0.0000000000e+00    2.5398690923e-03    6.9460058969e-05
        4.5825863524e+02        5.0000000000e+00   -2.5339246807e-02   -1.5880738746e-03    0.0000000000e+00    0.0000000000e+00    3.3751860991e-03    9.2482477634e-05
        4.5825863524e+02        5.0000000000e+00   -3.1848389742e-02   -1.9956812014e-03    0.0000000000e+00    0.0000000000e+00    4.2052761878e-03    1.1543190686e-04
        4.5825863524e+02        5.0000000000e+00   -3.8425663207e-02   -2.4069800569e-03    0.0000000000e+00    0.0000000000e+00    5.0303927622e-03    1.3830376401e-04
        4.5825863524e+02        5.0000000000e+00   -4.5070390442e-02   -2.8217095988e-03    0.0000000000e+00    0.0000000000e+00    5.8507849274e-03    1.6109341799e-04
        4.5825863524e+02        5.0000000000e+00   -5.1781996717e-02   -3.2396197612e-03    0.0000000000e+00    0.0000000000e+00    6.6666953540e-03    1.8379618873e-04
        4.5825863524e+02        5.0000000000e+00   -5.8560028347e-02   -3.6604740041e-03    0.0000000000e+00    0.0000000000e+00    7.4783580484e-03    2.0640734736e-04
        4.5825863524e+02        5.0000000000e+00   -6.5404171183e-02   -4.0840520344e-03    0.0000000000e+00    0.0000000000e+00    8.2859960373e-03    2.2892211751e-04
        4.5825863524e+02        5.0000000000e+00   -7.2314268371e-02   -4.5101524753e-03    0.0000000000e+00    0.0000000000e+00    9.0898189780e-03    2.5133567750e-04
        4.5825863524e+02        5.0000000000e+00   -7.9290337133e-02   -4.9385954582e-03    0.0000000000e+00    0.0000000000e+00    9.8900207025e-03    2.7364316372e-04
        4.5825863524e+02        5.0000000000e+00   -8.6332584336e-02   -5.3692251129e-03    0.0000000000e+00    0.0000000000e+00    1.0686776708e-02    2.9583967505e-04
        4.5825863524e+02        5.0000000000e+00   -9.3441420582e-02   -5.8019119269e-03    0.0000000000e+00    0.0000000000e+00    1.1480241602e-02    3.1792027861e-04
        4.5825863524e+02        5.0000000000e+00   -1.0061747253e-01   -6.2365549486e-03    0.0000000000e+00    0.0000000000e+00    1.2270546515e-02    3.3988001662e-04
        4.5825863524e+02        5.0000000000e+00   -1.0786159317e-01   -6.6730838036e-03    0.0000000000e+00    0.0000000000e+00    1.3057796485e-02    3.6171391455e-04
